lon,lat,x_sea_water_velocity,y_sea_water_velocity
138.47624,37.554108,0.011480266,-0.05128247
138.47691,37.5526,0.025030484,-0.038324807
138.47809,37.551483,0.03507293,-0.028023385
138.4797,37.550663,0.04733813,-0.020799685
138.4818,37.550106,0.058471736,-0.011127094
138.48428,37.549877,0.064768344,-0.000369509
138.48705,37.549957,0.07305121,0.007183756
138.49011,37.550293,0.07930986,0.015345239
138.49341,37.550865,0.082972616,0.021449244
138.49681,37.551617,0.08455515,0.026260126
138.50024,37.552567,0.08423303,0.03420748
138.5037,37.55378,0.08513683,0.042594627
138.50719,37.555244,0.08667744,0.049410887
138.51068,37.556923,0.0840077,0.055450324
138.51405,37.558807,0.08115647,0.06235391
138.51743,37.560993,0.08564126,0.07578508
138.52109,37.563705,0.09651733,0.09650134
138.52519,37.56711,0.10798063,0.11920306
138.52975,37.571167,0.11862058,0.13508026
138.53479,37.57563,0.13246739,0.14198971
138.54031,37.580288,0.14099006,0.14655805
138.5461,37.585052,0.14311607,0.146864
138.55186,37.589733,0.13927115,0.14008823
138.55737,37.594242,0.12786146,0.13756697
138.5623,37.59864,0.10908858,0.13248421
138.56665,37.603012,0.1023814,0.13910303
138.5706,37.607555,0.0879419,0.141956
138.57399,37.612144,0.07475252,0.1406971
138.57693,37.616695,0.068498276,0.13993506
138.57974,37.621258,0.06899081,0.14201608
138.58253,37.625862,0.06836563,0.14175703
138.58519,37.630394,0.059983537,0.13618585
138.58742,37.63474,0.045953687,0.13054875
138.5891,37.6389,0.03322501,0.124755785
138.59029,37.642918,0.022562582,0.122526325
138.59103,37.646843,0.011040624,0.11890656
138.59132,37.65064,0.000869875,0.113738224
138.59119,37.654232,-0.009696349,0.10607799
138.59071,37.65762,-0.01466422,0.10160896
138.59007,37.660862,-0.018000914,0.09699851
138.58931,37.663914,-0.019589573,0.08898557
138.58849,37.666695,-0.021236522,0.08016727
138.58748,37.669174,-0.03013629,0.07032767
138.58604,37.671425,-0.043752093,0.06781906
138.58403,37.673748,-0.0581693,0.07800733
138.58154,37.676556,-0.06619028,0.10079907
138.57884,37.680218,-0.06575032,0.13302813
138.57625,37.68492,-0.060221475,0.1645228
138.5739,37.690536,-0.05328595,0.1868881
138.57187,37.696648,-0.043455824,0.19033588
138.57024,37.70265,-0.034984402,0.17617851
138.56892,37.70808,-0.027746767,0.15345502
138.56781,37.712715,-0.026477838,0.12595232
138.56665,37.716415,-0.031558286,0.09489619
138.5652,37.719116,-0.042702537,0.06427553
138.56325,37.720898,-0.05630523,0.03948477
138.56078,37.72196,-0.06676345,0.021457843
138.5579,37.722496,-0.07669813,0.008617087
138.55464,37.7227,-0.08490947,0.00211588
138.55104,37.722775,-0.09387394,0.002810073
138.54706,37.72296,-0.10327289,0.011002348
138.54274,37.72351,-0.10957363,0.026998209
138.53831,37.724606,-0.10688774,0.045133196
138.53409,37.72626,-0.09728221,0.060615037
138.53041,37.72837,-0.07790926,0.07232755
138.52766,37.730755,-0.049990345,0.07525344
138.52602,37.733147,-0.02411592,0.07083275
138.52534,37.73535,-0.004197161,0.06301327
138.52544,37.737267,0.012903454,0.05236611
138.52615,37.738796,0.025885966,0.038390685
138.52734,37.739834,0.034620002,0.021343047
138.52885,37.740307,0.040664885,0.002964046
138.53062,37.740185,0.048111055,-0.014918912
138.53275,37.739468,0.057584774,-0.03434737
138.53508,37.738194,0.057063144,-0.0475026
138.53728,37.736603,0.04781914,-0.051601704
138.539,37.734993,0.032476585,-0.046015117
138.54004,37.73367,0.014083658,-0.03193377
138.54042,37.732895,0.001060016,-0.010124574
138.54031,37.73288,-0.008463841,0.015682869
138.53987,37.733727,-0.014606009,0.043322578
138.53923,37.735428,-0.017344523,0.06762329
138.53853,37.737823,-0.017397983,0.08405487
138.53787,37.740692,-0.013392272,0.095835835
138.53748,37.74386,-0.003602788,0.100396305
138.53758,37.74706,0.013239913,0.09589293
138.53838,37.750095,0.029328916,0.0901292
138.5398,37.752872,0.043564264,0.07803977
138.54173,37.75527,0.053133067,0.06683625
138.5439,37.757324,0.05363766,0.057586547
138.54605,37.759163,0.05014161,0.055423178
138.54803,37.76101,0.046466336,0.059543964
138.54984,37.76304,0.040222,0.06761361
138.55144,37.765354,0.03742529,0.07772622
138.55298,37.767986,0.03779438,0.08701933
138.55447,37.77087,0.034842506,0.092025556
138.55574,37.7739,0.025385672,0.09565793
138.55669,37.777077,0.019084932,0.101716235
138.55743,37.780487,0.017184893,0.110637225
138.55824,37.7842,0.023922553,0.120799854
138.5593,37.788177,0.029544672,0.1254003
138.5606,37.79229,0.03506856,0.12878448
138.56212,37.79654,0.04050382,0.13463032
138.56383,37.801003,0.04360283,0.14281386
138.56564,37.80579,0.04601079,0.15549512
138.56755,37.810898,0.048041362,0.16069718
138.56953,37.816082,0.04978025,0.1585404
138.57156,37.82105,0.048968397,0.14433873
138.5735,37.82551,0.045224626,0.12611072
138.57524,37.82951,0.038053848,0.119358994
138.57666,37.83337,0.029354764,0.118660524
138.57777,37.837193,0.02303627,0.11675666
138.57864,37.840893,0.019129237,0.10957924
138.5794,37.84435,0.017477226,0.10149505
138.58008,37.84756,0.014858267,0.09508841
138.5806,37.85062,0.009519669,0.09327932
138.58087,37.853714,0.002295146,0.09872159
138.58092,37.857094,-0.001339382,0.11341724
138.5809,37.861008,0.001800792,0.13255864
138.58119,37.86551,0.01564736,0.14897539
138.58226,37.870537,0.04407201,0.1647677
138.58461,37.876183,0.07928942,0.18855964
138.58861,37.88245,0.12794289,0.20007661
138.59453,37.888954,0.17191972,0.20065367
138.6021,37.89532,0.20586829,0.1884772
138.61086,37.901043,0.22716923,0.15627217
138.62039,37.905678,0.2428727,0.12053376
138.6302,37.908955,0.2341008,0.068229996
138.63922,37.910385,0.19627304,0.004248553
138.64662,37.910114,0.15428504,-0.028708804
138.65233,37.909042,0.11539618,-0.03972667
138.65652,37.90777,0.08103967,-0.037867058
138.65953,37.9067,0.0600822,-0.024244998
138.66188,37.9061,0.053663347,-0.008426797
138.66397,37.905987,0.047088064,0.004641738
138.66583,37.90626,0.04311098,0.014921412
138.66759,37.9068,0.042422406,0.019633321
138.66937,37.90747,0.045585446,0.022656081
138.67126,37.908165,0.046892073,0.019162301
138.6732,37.908703,0.047978975,0.012411439
138.67517,37.909,0.048880115,0.003820749
138.67719,37.90901,0.04927097,-0.005242033
138.67921,37.908768,0.049988143,-0.011358912
138.68123,37.908367,0.04779294,-0.014055039
138.68318,37.907967,0.048124436,-0.009263205
138.68524,37.907745,0.053603414,-0.002798196
138.68753,37.907738,0.059332494,0.004045529
138.69003,37.907974,0.06404767,0.012632874
138.69284,37.908493,0.07658717,0.021708174
138.6962,37.909286,0.091339536,0.029206973
138.70015,37.91027,0.10492003,0.03270925
138.7046,37.911354,0.115909345,0.03460445
138.70943,37.91252,0.12071482,0.03838127
138.71439,37.913864,0.122815296,0.046533342
138.71945,37.915527,0.124900244,0.059380412
138.72461,37.917656,0.1272337,0.07539269
138.72978,37.92023,0.12527232,0.08577341
138.73494,37.92308,0.12639402,0.09096566
138.74037,37.92604,0.14324622,0.091529235
138.74661,37.928913,0.1683067,0.08330226
138.75375,37.931587,0.18321088,0.083897375
138.7613,37.934357,0.18670487,0.08801508
138.7691,37.937183,0.19590051,0.085951865
138.77718,37.93998,0.19993798,0.0863592
138.78523,37.942852,0.1908801,0.092087284
138.79276,37.94593,0.17161989,0.099166706
138.79959,37.94924,0.15880214,0.10657124
138.80595,37.95282,0.14972192,0.11664325
138.81198,37.956745,0.1423106,0.12810747
138.8178,37.961056,0.14158724,0.14086147
138.82372,37.96579,0.1488038,0.15449722
138.83006,37.970917,0.16523403,0.1642171
138.83723,37.97628,0.19320552,0.16517748
138.84554,37.98163,0.21873954,0.16474563
138.855,37.98693,0.2508866,0.16157658
138.86566,37.99198,0.27662978,0.14643201
138.87718,37.99653,0.28877798,0.13051172
138.88904,38.00058,0.2892592,0.11555452
138.90074,38.00412,0.2794848,0.09865342
138.91196,38.0071,0.2637787,0.08053781
138.92255,38.00959,0.24885039,0.07049471
138.93259,38.011837,0.2383223,0.06726996
138.94217,38.013996,0.22625625,0.06501956
138.95132,38.016106,0.21811907,0.064903334
138.96014,38.01824,0.21036294,0.067404956
138.9687,38.02044,0.2057184,0.06832608
138.97705,38.02267,0.20032197,0.06957179
138.98517,38.024933,0.19471364,0.07004808
138.99309,38.0272,0.19002503,0.06943558
139.0008,38.029434,0.18434843,0.067965254
139.00822,38.031555,0.17664441,0.060912676
139.01534,38.03344,0.16736457,0.053624634
139.02211,38.035122,0.16234897,0.048904214
139.02869,38.036663,0.15667698,0.0453005
139.03505,38.03809,0.15307815,0.041751605
139.0413,38.039413,0.15140517,0.03912339
139.04752,38.04067,0.15152526,0.037944928
139.05373,38.041893,0.151482,0.037657145
139.0599,38.04311,0.14944918,0.037199114
139.06601,38.044308,0.14719811,0.036524337
139.07198,38.04547,0.14335337,0.03488018
139.07777,38.04657,0.1380137,0.032404993
139.08331,38.047585,0.13020822,0.029150546
139.08852,38.048462,0.12129501,0.02361711
139.09337,38.04916,0.11327199,0.018295204
139.0979,38.0497,0.10584415,0.014085217
139.10216,38.050106,0.099680744,0.009675116
139.10614,38.050392,0.09338743,0.007268891
139.10994,38.050632,0.091398455,0.00774191
139.11366,38.05089,0.089693144,0.008569939
139.11732,38.051178,0.08834458,0.009014729
139.12093,38.05148,0.086961515,0.009874312
139.12448,38.051823,0.085907094,0.011618094
139.128,38.052223,0.08632901,0.013531297
139.13153,38.05267,0.08542313,0.014297788
139.13501,38.053143,0.08405049,0.015018383
139.13847,38.053654,0.08473112,0.016799463
139.14201,38.05424,0.08943239,0.020289145
139.14577,38.054943,0.094636,0.023806
139.14973,38.05574,0.100122325,0.025972595
139.15387,38.05656,0.10212808,0.02398729
139.158,38.057293,0.09854,0.020238211
139.16197,38.057915,0.09312839,0.01754142
139.16571,38.058483,0.08857842,0.017252926
139.16931,38.059082,0.08567398,0.020937186
139.17279,38.059826,0.08418965,0.026095703
139.17624,38.060722,0.08379128,0.030400766
139.17967,38.061756,0.08321146,0.0341919
139.18309,38.06292,0.0834676,0.038743682
139.18652,38.064278,0.0842454,0.04697455
139.18994,38.06588,0.081569664,0.053463984
